offering_id,name,hotel_class,region_id,type,region,locality
113317,Casablanca Hotel Times Square,4.0,60763,hotel,NY,New York City
76049,Four Seasons Hotel Los Angeles at Beverly Hills,5.0,32655,hotel,CA,Los Angeles
99352,Hilton Garden Inn Times Square,3.5,60763,hotel,NY,New York City
93589,The Michelangelo Hotel,4.0,60763,hotel,NY,New York City
217616,The Muse Hotel New York,4.0,60763,hotel,NY,New York City
208454,Sofitel New York,4.5,60763,hotel,NY,New York City
2643161,The NoMad Hotel,,60763,hotel,NY,New York City
1465162,Staybridge Suites Times Square - New York City,3.5,60763,hotel,NY,New York City
93559,The Sherry-Netherland Hotel,4.5,60763,hotel,NY,New York City
80112,San Carlos Hotel,4.0,60763,hotel,NY,New York City
93396,The Iroquois,4.0,60763,hotel,NY,New York City
1456560,Eventi - a Kimpton Hotel,4.0,60763,hotel,NY,New York City
1641016,The Chatwal,5.0,60763,hotel,NY,New York City
1776857,"The Setai Fifth Avenue, a Capella managed Hotel",5.0,60763,hotel,NY,New York City
1762573,Andaz 5th Avenue,4.0,60763,hotel,NY,New York City
93338,Hotel Beacon,3.0,60763,hotel,NY,New York City
224224,"The Ritz-Carlton New York, Central Park",5.0,60763,hotel,NY,New York City
1866401,Holiday Inn Hotel-Houston Westchase,3.0,56003,hotel,TX,Houston
99060,Omni Houston Hotel,4.5,56003,hotel,TX,Houston
99081,Crowne Plaza Houston - Brookhollow,3.5,56003,hotel,TX,Houston
107915,Drury Inn & Suites Houston Near The Galleria,3.0,56003,hotel,TX,Houston
1966350,The Westin Houston Memorial City,4.0,56003,hotel,TX,Houston
108038,Hilton University of Houston,3.5,56003,hotel,TX,Houston
1200103,Hotel Sorella CITYCENTRE,4.0,56003,hotel,TX,Houston
283873,"Hotel Icon, Autograph Collection",4.0,56003,hotel,TX,Houston
98952,Four Seasons Hotel Houston,5.0,56003,hotel,TX,Houston
107956,Extended Stay America - Houston - Northwest,2.5,56003,hotel,TX,Houston
1158926,Hilton Garden Inn Houston Energy Corridor,3.0,56003,hotel,TX,Houston
282699,Hilton Americas - Houston,4.0,56003,hotel,TX,Houston
239853,BEST WESTERN PLUS Downtown Inn & Suites Houston,3.5,56003,hotel,TX,Houston
665163,Courtyard by Marriott Houston by the Galleria,3.0,56003,hotel,TX,Houston
111618,Renaissance Houston Hotel Greenway Plaza,4.0,56003,hotel,TX,Houston
99114,Westin Galleria Houston Hotel,4.0,56003,hotel,TX,Houston
107924,Courtyard by Marriott Houston Westchase,3.0,56003,hotel,TX,Houston
223151,Hampton Inn and Suites Houston Medical Center - Reliant Park,2.5,56003,hotel,TX,Houston
223137,La Quinta Inn Houston Northwest,2.5,56003,hotel,TX,Houston
258636,Alden-Houston,4.0,56003,hotel,TX,Houston
98920,Houston Marriott Westchase,3.5,56003,hotel,TX,Houston
1236706,Super 8 Houston Hobby Airport South,2.0,56003,hotel,TX,Houston
108057,Residence Inn Houston Clear Lake,3.0,56003,hotel,TX,Houston
240436,Carefree Inn Medical Center,2.0,56003,hotel,TX,Houston
266158,Super 8 Houston/Hobby Airport/I-45,2.0,56003,hotel,TX,Houston
559491,Holiday Inn Express Houston East,2.5,56003,hotel,TX,Houston
99106,La Quinta Inn Houston Medical / Reliant Center,2.0,56003,hotel,TX,Houston
242394,Royal Sonesta Hotel Houston,4.0,56003,hotel,TX,Houston
108148,Holiday Inn Houston Intercontinental Airport,3.0,56003,hotel,TX,Houston
99067,"Four Points by Sheraton Houston, Memorial City",3.0,56003,hotel,TX,Houston
585164,Residence Inn Houston West/Energy Corridor,,56003,hotel,TX,Houston
98987,Marriott Houston Airport at George Bush Intercontinental,3.5,56003,hotel,TX,Houston
107863,Extended Stay America - Houston - Westchase - Westheimer,2.0,56003,hotel,TX,Houston
108054,TownePlace Suites Houston Clear Lake,2.0,56003,hotel,TX,Houston
1773009,Holiday Inn Express Hotel & Suites Houston NW-Beltway 8-West Road,2.5,56003,hotel,TX,Houston
107834,Hyatt Place Houston/Greenspoint/IAH Airport,3.0,56003,hotel,TX,Houston
223154,Hampton Inn Houston - Near The Galleria,2.5,56003,hotel,TX,Houston
223164,Homewood Suites by Hilton Houston - Clear Lake,3.0,56003,hotel,TX,Houston
108149,Drury Inn & Suites Houston Hobby,2.5,56003,hotel,TX,Houston
142023,Ramada Houston Intercontinental Airport South,3.0,56003,hotel,TX,Houston
223148,Baymont Inn & Suites Houston,2.5,56003,hotel,TX,Houston
99132,Hilton Houston Westchase,3.5,56003,hotel,TX,Houston
108020,BEST WESTERN Heritage Inn,2.5,56003,hotel,TX,Houston
108150,Courtyard by Marriott Houston Hobby Airport,3.0,56003,hotel,TX,Houston
223160,Days Inn And Suites Houston IAH Airport,2.5,56003,hotel,TX,Houston
223179,Holiday Inn Express Hotel & Suites Houston Hwy 59S/Hillcroft,2.5,56003,hotel,TX,Houston
99101,Sheraton North Houston at George Bush Intercontinental,3.5,56003,hotel,TX,Houston
596014,Staybridge Suites Houston West / Energy Corridor,3.0,56003,hotel,TX,Houston
256700,Sun Suites of Hobby / Clearlake,2.0,56003,hotel,TX,Houston
256702,Sun Suites Of Westchase,2.0,56003,hotel,TX,Houston
99004,Americas Best Value Inn-Texas Medical Center/Reliant Park,1.5,56003,hotel,TX,Houston
223149,Hampton Inn Houston Hobby Airport,2.5,56003,hotel,TX,Houston
98989,DoubleTree by Hilton Houston Hobby Airport,3.5,56003,hotel,TX,Houston
107930,Candlewood Suites Houston by the Galleria,2.0,56003,hotel,TX,Houston
99041,La Quinta Inn Houston Wilcrest,2.0,56003,hotel,TX,Houston
1627951,Travelodge Houston,2.0,56003,hotel,TX,Houston
486939,Hampton Inn & Suites Houston-Westchase,2.5,56003,hotel,TX,Houston
258635,Sun Suites Of Greenspoint,2.0,56003,hotel,TX,Houston
266326,Super 8 Houston/Downtown/I-610,2.0,56003,hotel,TX,Houston
1155392,Athens Hotel Suites,,56003,hotel,TX,Houston
107884,Americas Best Value Inn & Suites - Houston/Northwest,2.0,56003,hotel,TX,Houston
1514581,"Park Inn by Radisson, Houston North",3.0,56003,hotel,TX,Houston
98964,Holiday Inn Houston Hobby Airport,3.0,56003,hotel,TX,Houston
595438,Extended Stay America - Houston - Katy Freeway - Energy Corridor,2.5,56003,hotel,TX,Houston
99013,Baymont Inn Houston Hobby Airport,2.0,56003,hotel,TX,Houston
226728,Interstate Motor Lodge,,56003,hotel,TX,Houston
98962,Holiday Inn Houston Near The Galleria,3.0,56003,hotel,TX,Houston
223178,Holiday Inn Express & Suites Houston North Intercontinental,2.5,56003,hotel,TX,Houston
98940,Houston Inn and Suites,,56003,hotel,TX,Houston
277895,Howard Johnson Clearlake,2.0,56003,hotel,TX,Houston
107903,Howard Johnson Express Inn - Houston,2.0,56003,hotel,TX,Houston
223135,Travelodge Houston - Intercontinental,,56003,hotel,TX,Houston
122746,Londale Hotel,,56003,hotel,TX,Houston
142353,Econo Lodge Medical Center,,56003,hotel,TX,Houston
266125,Hobby Inn and Suites,,56003,hotel,TX,Houston
107757,Americas Best Value Inn & Suites - Bush Int'l Airport Wes,2.0,56003,hotel,TX,Houston
99051,Motel 6 Houston West - Katy,,56003,hotel,TX,Houston
244313,Motel 6 Houston - Westchase,2.0,56003,hotel,TX,Houston
277892,Budget Host Hempstead Inn,2.0,56003,hotel,TX,Houston
99031,America's Inn,2.0,56003,hotel,TX,Houston
73463,Downtowner Inn and Suites,2.0,56003,hotel,TX,Houston
98972,Ramada Inn North Houston,,56003,hotel,TX,Houston
107999,Quality Inn & Suites West - Energy Corridor,2.0,56003,hotel,TX,Houston
239355,Super 8 Houston/I-10/Federal Road,2.0,56003,hotel,TX,Houston
98934,Knights Inn Houston,1.5,56003,hotel,TX,Houston
109734,Quality Inn & Suites Galleria/Westchase,2.0,56003,hotel,TX,Houston
73470,Greenway Inn & Suites,1.5,56003,hotel,TX,Houston
240481,Super 8 Motel - Houston/I-10W@Hwy6,2.0,56003,hotel,TX,Houston
99024,Venetian Inn & Suites Houston Airport,2.0,56003,hotel,TX,Houston
244316,Studio 6 Houston West,,56003,hotel,TX,Houston
292556,Holiday Inn Express Houston - Hobby Airport,2.5,56003,hotel,TX,Houston
107911,Hotel 31 Houston Near the Galleria,3.0,56003,hotel,TX,Houston
244314,Motel 6 Houston Reliant Park,,56003,hotel,TX,Houston
141893,Hampton Inn & Suites,2.5,56003,hotel,TX,Houston
240435,Red Carpet Inn Houston,,56003,hotel,TX,Houston
244196,Preet Inn,,56003,hotel,TX,Houston
254040,Moonlight Inn and Suites,,56003,hotel,TX,Houston
98981,Holiday Inn Houston Southwest-Hwy 59S @ Beltway 8,3.0,56003,hotel,TX,Houston
98936,Courtyard by Marriott Houston Brookhollow,3.0,56003,hotel,TX,Houston
108151,Econo Lodge Houston Lobby,2.0,56003,hotel,TX,Houston
108047,Rodeway Inn & Suites Hwy 290 NW,2.0,56003,hotel,TX,Houston
252340,Super 8 Houston /I-10 & 610,,56003,hotel,TX,Houston
653244,Galleria Garden Hotel/Apartments,2.5,56003,hotel,TX,Houston
99017,La Quinta Inn Houston East,2.0,56003,hotel,TX,Houston
108145,Hotel Marquis,,56003,hotel,TX,Houston
570092,Scottish Inns & Suites Houston - Hwy 6 South,,56003,hotel,TX,Houston
223175,Red Roof Inn - Houston Northwest,2.0,56003,hotel,TX,Houston
503400,BEST WESTERN PLUS Sam Houston Inn & Suites,2.0,56003,hotel,TX,Houston
559409,Regency Suites Bush Airport,2.0,56003,hotel,TX,Houston
240483,Super 8 Houston / Brookhollow / NW,2.0,56003,hotel,TX,Houston
98955,Baymont Inn & Suites Houston East,,56003,hotel,TX,Houston
108066,Crowne Plaza Hotel Houston- Medical Center,3.5,56003,hotel,TX,Houston
108060,Candlewood Suites Houston/Clear Lake,2.0,56003,hotel,TX,Houston
1138042,Candlewood Suites Houston West,2.0,56003,hotel,TX,Houston
244310,Motel 6 Houston Hobby Airport,2.0,56003,hotel,TX,Houston
223169,Microtel Inn & Suites by Wyndham Houston,2.0,56003,hotel,TX,Houston
99073,Comfort Inn & Suites Greenway Plaza/SW Freeway,,56003,hotel,TX,Houston
99015,La Quinta Inn Houston Cy-Fair,2.5,56003,hotel,TX,Houston
107812,BEST WESTERN Windsor Suites,,56003,hotel,TX,Houston
217741,Red Roof Inn Houston IAH Airport,2.0,56003,hotel,TX,Houston
107867,Residence Inn Houston Westchase,3.0,56003,hotel,TX,Houston
223136,La Quinta Inn & Suites Houston Southwest,2.5,56003,hotel,TX,Houston
223176,Residence Inn Intercontinental Airport at Greenspoint,3.0,56003,hotel,TX,Houston
109748,Residence Inn Houston Medical Center/Reliant Park,3.0,56003,hotel,TX,Houston
240437,Country Inn & Suites Houston Hobby Airport,2.5,56003,hotel,TX,Houston
1583951,Comfort Suites West Energy Corridor,2.5,56003,hotel,TX,Houston
2531544,Super 8 Houston I-45,2.0,56003,hotel,TX,Houston
99014,Days Inn Houston,2.0,56003,hotel,TX,Houston
1724101,Howard Johnson Houston,2.0,56003,hotel,TX,Houston
109742,Hampton Inn Houston Northwest,2.5,56003,hotel,TX,Houston
116265,Best Western Plus - North Houston Inn & Suites,2.5,56003,hotel,TX,Houston
107859,Comfort Suites - Near the Galleria,2.5,56003,hotel,TX,Houston
1212489,Candlewood Suites Houston Medical Center,,56003,hotel,TX,Houston
1642905,Scotts Inn & Suite,2.0,56003,hotel,TX,Houston
98997,Hilton Houston Southwest,3.5,56003,hotel,TX,Houston
223172,Red Roof Inn Houston West,2.0,56003,hotel,TX,Houston
1146180,Days Inn Houston,,56003,hotel,TX,Houston
107994,Crossland Economy Studios - Houston - Northwest,2.0,56003,hotel,TX,Houston
107993,Crossland Economy Studios - Houston - West Oaks,2.0,56003,hotel,TX,Houston
223150,"Hampton Inn Houston - I-10W, Energy Cor",2.5,56003,hotel,TX,Houston
223192,Extended Stay America - Houston - Med. Ctr. - Reliant Pk. - Braeswood Blvd.,2.5,56003,hotel,TX,Houston
223144,Courtyard by Marriott Houston Northwest,3.0,56003,hotel,TX,Houston
257022,BEST WESTERN Fountainview Inn & Suites Near Galleria,2.5,56003,hotel,TX,Houston
223143,Courtyard Houston Intercontinental Airport,3.0,56003,hotel,TX,Houston
124460,Comfort Suites Willowbrook / Technology Corridor,2.5,56003,hotel,TX,Houston
98999,Courtyard Houston I-10 West/Energy Corridor,3.0,56003,hotel,TX,Houston
99104,Hyatt North Houston,3.5,56003,hotel,TX,Houston
268149,Courtyard by Marriott Houston Downtown,3.0,56003,hotel,TX,Houston
1174691,Aloft Houston by the Galleria,3.0,56003,hotel,TX,Houston
109751,Hampton Inn - Brookhollow,2.5,56003,hotel,TX,Houston
1416435,TownePlace Suites Houston Intercontinental Airport,2.0,56003,hotel,TX,Houston
217746,Extended Stay America - Houston - Galleria - Uptown,2.0,56003,hotel,TX,Houston
257507,Four Points by Sheraton Houston Southwest,3.0,56003,hotel,TX,Houston
1549134,Houston Marriott South at Hobby Airport,3.5,56003,hotel,TX,Houston
107844,Residence Inn Houston by The Galleria,3.0,56003,hotel,TX,Houston
98959,Holiday Inn Houston Reliant Park Area,3.0,56003,hotel,TX,Houston
223167,Hotel Derek Houston Galleria,4.0,56003,hotel,TX,Houston
107957,TownePlace Suites Central/Northwest Freeway,2.0,56003,hotel,TX,Houston
107990,Extended Stay America - Houston - Greenway Plaza,2.0,56003,hotel,TX,Houston
108002,HYATT house Houston/Energy Corridor,3.0,56003,hotel,TX,Houston
223153,Hampton Inn & Suites Houston-Cypress Station,2.5,56003,hotel,TX,Houston
223165,Homewood Suites by Hilton Houston - Westchase,3.0,56003,hotel,TX,Houston
98996,Hilton Houston Plaza/Medical Center,3.5,56003,hotel,TX,Houston
1733514,Candlewood Suites Houston IAH / Beltway 8,2.0,56003,hotel,TX,Houston
98966,Wyndham Houston West Energy Corridor,3.5,56003,hotel,TX,Houston
99120,BEST WESTERN Plaza Hotel & Suites at Medical Center Houston,,56003,hotel,TX,Houston
107783,Comfort Suites Bush Intercontinental Airport,2.5,56003,hotel,TX,Houston
240439,Hilton Garden Inn Houston / Bush Intercontinental Airport,3.0,56003,hotel,TX,Houston
123943,Days Inn Houston - Galleria Mall,2.0,56003,hotel,TX,Houston
107929,Candlewood Suites Houston Westchase,2.0,56003,hotel,TX,Houston
108142,John F. Kennedy Inn and Suites,2.5,56003,hotel,TX,Houston
223139,HYATT house Houston/Galleria,3.0,56003,hotel,TX,Houston
107947,La Quinta Inn & Suites Houston West Park 10,2.5,56003,hotel,TX,Houston
223159,Holiday Inn Express Houston-Downtown Convention Center,2.5,56003,hotel,TX,Houston
1236696,Super 8 IAH West / Greenspoint,2.5,56003,hotel,TX,Houston
98954,DoubleTree Suites by Hilton Houston by the Galleria,3.5,56003,hotel,TX,Houston
268145,Holiday Inn Express Houston - Memorial Park Area,2.5,56003,hotel,TX,Houston
223142,Country Inn & Suites Intercontinental Airport,2.5,56003,hotel,TX,Houston
1197126,Holiday Inn Express Hotel & Suites Houston West-Energy Corridor,2.5,56003,hotel,TX,Houston
99103,Sheraton Suites Houston Near The Galleria,3.5,56003,hotel,TX,Houston
107776,Quality Suites North,2.5,56003,hotel,TX,Houston
124937,La Quinta Inn Houston Greenway Plaza,2.0,56003,hotel,TX,Houston
98944,Hilton Houston Post Oak,4.0,56003,hotel,TX,Houston
674319,Comfort Suites,2.5,56003,hotel,TX,Houston
223166,Homewood Suites by Hilton Houston - Willowbrook Mall,3.0,56003,hotel,TX,Houston
1649109,Houston Marriott Energy Corridor,,56003,hotel,TX,Houston
657890,Homewood Suites by Hilton Houston West-Energy Corridor,3.0,56003,hotel,TX,Houston
217744,Extended Stay America - Houston - Willowbrook,2.0,56003,hotel,TX,Houston
223193,Wingate by Wyndham Houston / Willowbrook,2.5,56003,hotel,TX,Houston
99066,Springhill Suites Houston Medical Center/Reliant Park,3.0,56003,hotel,TX,Houston
223228,Holiday Inn Express Houston-NW (Highway 290 and FM 1960),2.5,56003,hotel,TX,Houston
1103488,Sheraton Houston West,3.5,56003,hotel,TX,Houston
878451,MainStay Suites Texas Medical Center/Reliant Park,2.5,56003,hotel,TX,Houston
107908,Fairfield Inn Houston / Westchase,2.5,56003,hotel,TX,Houston
98943,Doubletree Hotel Houston Downtown,3.5,56003,hotel,TX,Houston
98991,Houston Marriott Medical Center,4.0,56003,hotel,TX,Houston
1657341,Courtyard Houston Medical Center,3.0,56003,hotel,TX,Houston
107954,TownePlace Suites Houston I-10 West/Energy Corridor,2.5,56003,hotel,TX,Houston
223147,Fairfield Inn & Suites Houston I-10 West / Energy Corridor,2.5,56003,hotel,TX,Houston
223189,Crestwood Suites Houston 290-Galleria,2.0,56003,hotel,TX,Houston
108004,Houston Days Inn & Suites,2.0,56003,hotel,TX,Houston
223134,SpringHill Suites Houston Hobby Airport,3.0,56003,hotel,TX,Houston
99007,Doubletree Houston Intercontinental Airport,3.5,56003,hotel,TX,Houston
99010,JW Marriott Houston,4.0,56003,hotel,TX,Houston
108061,SpringHill Suites Houston Brookhollow,3.0,56003,hotel,TX,Houston
99058,Hilton Houston NASA Clear Lake,3.5,56003,hotel,TX,Houston
288460,Courtyard Houston-West University,3.0,56003,hotel,TX,Houston
99135,Westin Oaks Houston at the Galleria,4.0,56003,hotel,TX,Houston
1575212,Holiday Inn Houston West Energy Corridor,3.0,56003,hotel,TX,Houston
107826,Houston Marriott North,3.5,56003,hotel,TX,Houston
645215,La Quinta Inn & Suites Houston 1960,2.5,56003,hotel,TX,Houston
107982,Holiday Inn Houston Northwest Willowbrook,3.0,56003,hotel,TX,Houston
99006,Hyatt Regency Houston,4.0,56003,hotel,TX,Houston
671200,La Quinta Inn & Suites Houston Hobby Airport,2.5,56003,hotel,TX,Houston
1440365,Sleep Inn & Suites,2.0,56003,hotel,TX,Houston
98956,Holiday Inn Hotel & Suites Houston Medical Center,3.0,56003,hotel,TX,Houston
277894,Homewood Suites by Hilton HOU Intercontinental Airport,3.0,56003,hotel,TX,Houston
220094,Sonesta ES Suites Houston,3.0,56003,hotel,TX,Houston
99110,The Lancaster,3.5,56003,hotel,TX,Houston
226753,Super 8 Houston/NASA/Webster Area,2.0,56003,hotel,TX,Houston
107856,La Quinta Inn & Suites Houston Galleria Area,2.5,56003,hotel,TX,Houston
609502,Staybridge Suites Houston-Willowbrook,3.0,56003,hotel,TX,Houston
99116,Crowne Plaza Houston Downtown,3.5,56003,hotel,TX,Houston
286987,Inn at the Ballpark,4.0,56003,hotel,TX,Houston
1026192,Comfort Suites Hobby Airport Houston,2.5,56003,hotel,TX,Houston
107991,Drury Inn & Suites Houston West,3.0,56003,hotel,TX,Houston
812523,La Quinta Inn & Suites Houston - Westchase,2.5,56003,hotel,TX,Houston
293234,Holiday Inn Express Hotel & Suites Houston Medical Center,2.5,56003,hotel,TX,Houston
268151,Residence Inn by Marritt Houston Downtown /Convention Center,3.0,56003,hotel,TX,Houston
286988,Residence Inn Houston West University,3.0,56003,hotel,TX,Houston
525232,Club Quarters in Houston,3.5,56003,hotel,TX,Houston
239865,BEST WESTERN Northwest Inn & Suites,2.0,56003,hotel,TX,Houston
223173,Red Roof Inn - Houston - Westchase,2.0,56003,hotel,TX,Houston
1478311,Homewood Suites by Hilton Houston Northwest Cy-Fair,3.0,56003,hotel,TX,Houston
1724007,Candlewood Suites I-10 East,2.0,56003,hotel,TX,Houston
641273,Hotel ZaZa Houston,4.0,56003,hotel,TX,Houston
608401,Homewood Suites Houston near the Galleria,3.0,56003,hotel,TX,Houston
631349,Hampton Inn & Suites Houston-Bush Intercontinental Airport,2.5,56003,hotel,TX,Houston
570279,Hilton Garden Inn Houston Galleria,3.0,56003,hotel,TX,Houston
99137,Hilton Houston North,3.5,56003,hotel,TX,Houston
266145,Residence Inn Houston Northwest/Willowbrook,3.0,56003,hotel,TX,Houston
1852890,La Quinta Inn & Suites Houston Energy Corridor,2.5,56003,hotel,TX,Houston
1100784,Jesse H. Jones Rotary House International,,56003,hotel,TX,Houston
223227,Wingate by Wyndham Bush Intercontinental Airport IAH,2.5,56003,hotel,TX,Houston
223145,Embassy Suites Houston - Near the Galleria,3.5,56003,hotel,TX,Houston
622987,Modern B&B,2.5,56003,hotel,TX,Houston
518371,Hilton Garden Inn Houston Westbelt,3.0,56003,hotel,TX,Houston
596013,Indigo Houston at the Galleria,3.0,56003,hotel,TX,Houston
1511925,La Quinta Inn & Suites Houston Channelview,2.5,56003,hotel,TX,Houston
99055,Omni Houston Hotel Westside,4.0,56003,hotel,TX,Houston
1879027,Four Points by Sheraton Houston Hobby Airport,3.0,56003,hotel,TX,Houston
219703,Sheraton Houston Brookhollow Hotel,3.5,56003,hotel,TX,Houston
223146,Extended Stay America - Houston - Westchase - Richmond,2.0,56003,hotel,TX,Houston
99054,Houston Marriott West Loop by the Galleria,3.5,56003,hotel,TX,Houston
75698,BEST WESTERN PLUS Seaport Inn Downtown,3.5,60763,hotel,NY,New York City
1646128,InterContinental New York Times Square,4.5,60763,hotel,NY,New York City
578305,Residence Inn by Marriott Times Square New York,3.0,60763,hotel,NY,New York City
1940859,Holiday Inn Midtown West 31st Street,3.0,60763,hotel,NY,New York City
99371,Courtyard by Marriott New York Manhattan / Midtown East,3.5,60763,hotel,NY,New York City
1583937,Comfort Inn Lower East Side,2.0,60763,hotel,NY,New York City
641209,Hilton Garden Inn New York - Chelsea,3.0,60763,hotel,NY,New York City
498869,Hampton Inn Madison Square Garden,3.0,60763,hotel,NY,New York City
1500405,Hampton Inn Manhattan / Times Square South,3.0,60763,hotel,NY,New York City
93543,Affinia Shelburne,4.0,60763,hotel,NY,New York City
93335,The Kimberly Hotel,4.0,60763,hotel,NY,New York City
1456411,Gansevoort Park Avenue NYC,5.0,60763,hotel,NY,New York City
93419,"The Carlyle, A Rosewood Hotel",5.0,60763,hotel,NY,New York City
93467,Affinia Gardens,3.5,60763,hotel,NY,New York City
113309,Fitzpatrick Manhattan,4.0,60763,hotel,NY,New York City
1025779,Candlewood Suites New York City Times Square,3.0,60763,hotel,NY,New York City
1791248,Hotel Mulberry,,60763,hotel,NY,New York City
1878946,Aloft Harlem,3.5,60763,hotel,NY,New York City
99288,On The Ave Hotel,4.0,60763,hotel,NY,New York City
99332,Ameritania Hotel,3.0,60763,hotel,NY,New York City
1563892,Flatiron Hotel,4.0,60763,hotel,NY,New York City
93435,Eastgate Tower,3.0,60763,hotel,NY,New York City
93337,Kitano New York,4.0,60763,hotel,NY,New York City
1157456,Four Points by Sheraton Manhattan SoHo Village,3.5,60763,hotel,NY,New York City
93358,Pod 51,3.0,60763,hotel,NY,New York City
1383001,Comfort Inn Manhattan Bridge,2.0,60763,hotel,NY,New York City
99382,The Marcel at Gramercy,4.0,60763,hotel,NY,New York City
1379306,Hilton Club New York,4.0,60763,hotel,NY,New York City
93464,Le Parker Meridien,4.0,60763,hotel,NY,New York City
624442,Hotel 373,3.0,60763,hotel,NY,New York City
93382,Washington Square Hotel,2.5,60763,hotel,NY,New York City
1963673,The Gotham Hotel,4.0,60763,hotel,NY,New York City
1786395,Mondrian Soho,4.0,60763,hotel,NY,New York City
93351,Cosmopolitan Hotel - Tribeca,2.5,60763,hotel,NY,New York City
1007724,Hotel East Houston,3.0,60763,hotel,NY,New York City
93561,Soho Grand Hotel,4.5,60763,hotel,NY,New York City
217623,Club Quarters Wall Street,3.5,60763,hotel,NY,New York City
121987,The Milburn Hotel,3.0,60763,hotel,NY,New York City
617306,Manhattan Centre Hotel,3.5,60763,hotel,NY,New York City
93334,Excelsior Hotel,3.5,60763,hotel,NY,New York City
502407,AKA United Nations,,60763,hotel,NY,New York City
2622936,Wyndham Garden Chinatown,3.5,60763,hotel,NY,New York City
93390,Hotel Belleclaire,3.5,60763,hotel,NY,New York City
93475,New York Marriott East Side,4.0,60763,hotel,NY,New York City
80107,Roger Smith Hotel,3.0,60763,hotel,NY,New York City
112053,The Mercer Hotel,,60763,hotel,NY,New York City
1027901,"Wyndham Garden Hotel Manhattan, Chelsea West",3.5,60763,hotel,NY,New York City
99321,The Manhattan Club,4.0,60763,hotel,NY,New York City
1858923,Doubletree Hotel New York City-Financial District,4.0,60763,hotel,NY,New York City
93565,Hotel Stanford,3.0,60763,hotel,NY,New York City
93575,The Franklin,3.5,60763,hotel,NY,New York City
93437,Edison Hotel Times Square,3.0,60763,hotel,NY,New York City
673077,Comfort Inn Times Square South,2.5,60763,hotel,NY,New York City
93376,Stay.,4.0,60763,hotel,NY,New York City
99302,The Bentley Hotel,4.0,60763,hotel,NY,New York City
93625,Hotel Wales,3.5,60763,hotel,NY,New York City
247814,"The GEM Hotel-SoHo, an Ascend Collection hotel",3.0,60763,hotel,NY,New York City
290978,Hotel St. James,2.5,60763,hotel,NY,New York City
93517,Paramount Hotel Times Square New York,4.0,60763,hotel,NY,New York City
93333,Wolcott Hotel,2.5,60763,hotel,NY,New York City
93345,Skyline Hotel,3.0,60763,hotel,NY,New York City
1149404,Doubletree By Hilton - Times Square South,4.0,60763,hotel,NY,New York City
112066,W New York,4.0,60763,hotel,NY,New York City
235228,BEST WESTERN Convention Center Hotel,2.0,60763,hotel,NY,New York City
99357,Mayfair Hotel,2.5,60763,hotel,NY,New York City
93526,the Lexington,3.5,60763,hotel,NY,New York City
99443,Astor on the Park,3.0,60763,hotel,NY,New York City
3168954,Tribeca Blu Hotel,2.5,60763,hotel,NY,New York City
234762,Buckingham Hotel,3.0,60763,hotel,NY,New York City
121981,Americana Inn,2.0,60763,hotel,NY,New York City
99766,The Roosevelt Hotel,4.0,60763,hotel,NY,New York City
93344,Holiday Inn Midtown / 57th St,3.0,60763,hotel,NY,New York City
125274,King & Grove New York,4.0,60763,hotel,NY,New York City
673080,Holiday Inn NYC - Manhattan 6th Avenue,3.5,60763,hotel,NY,New York City
246797,Park 79 Hotel,2.5,60763,hotel,NY,New York City
93440,Flatotel,4.0,60763,hotel,NY,New York City
93401,Comfort Inn Chelsea,2.5,60763,hotel,NY,New York City
93364,Hotel Deauville,2.5,60763,hotel,NY,New York City
219622,Chelsea Hotel,,60763,hotel,NY,New York City
1448670,America's Best Value Inn Mayor Hotel,,60763,hotel,NY,New York City
598980,Apollo,2.0,60763,hotel,NY,New York City
214197,Hotel Pennsylvania New York,2.5,60763,hotel,NY,New York City
249780,BEST WESTERN PLUS Queens Court Hotel,,60763,hotel,NY,New York City
122007,Manhattan Broadway Hotel,2.0,60763,hotel,NY,New York City
260396,The Amsterdam Inn,1.0,60763,hotel,NY,New York City
217613,Chocolat Hostel,1.0,60763,hotel,NY,New York City
1206876,Luxurstay B&B,,60763,hotel,NY,New York City
93356,New York Inn,2.0,60763,hotel,NY,New York City
557499,Mount Royal Hotel & Hostel,1.0,60763,hotel,NY,New York City
284904,Senton Hotel,,60763,hotel,NY,New York City
1990870,Elk Hotel,,60763,hotel,NY,New York City
665814,The Soho Loft,,60763,hotel,NY,New York City
673661,Sun Bright Hotel,2.0,60763,hotel,NY,New York City
99287,West Side Inn,1.0,60763,hotel,NY,New York City
540545,Chelsea Inn - 11th Avenue,,60763,hotel,NY,New York City
1176643,Central Park House,,60763,hotel,NY,New York City
267183,World Hotel,1.5,60763,hotel,NY,New York City
580078,Woogo Apartments - Times Square,,60763,hotel,NY,New York City
224229,Hotel Riverside Studios,1.0,60763,hotel,NY,New York City
290982,La Semana Hotel,,60763,hotel,NY,New York City
2109422,Design Dream,,60763,hotel,NY,New York City
93380,The Aladdin,,60763,hotel,NY,New York City
1201662,Tone on Lex,,60763,hotel,NY,New York City
239836,"The St. Regis Club at the Essex House, New York",,60763,hotel,NY,New York City
93384,Allerton,,60763,hotel,NY,New York City
320562,YourStay MidTown Apartments,,60763,hotel,NY,New York City
99292,Riverside Hotel,,60763,hotel,NY,New York City
1961167,Room.A,,60763,hotel,NY,New York City
